time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,train/clip_range_vf,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/std,train/entropy_loss,train/learning_rate,train/clip_range
114,4685,398,1867776,20.241270065307617,570.66,1130,0.145611572265625,2.0627243518829346,0.8896799683570862,0.2,-0.009557771683466854,0.0031403636,0.5200756445527077,0.057224687188863754,33.17716453075409,1e-05,0.1
115,4687,401,1884160,21.38546371459961,595.1,1140,0.138763427734375,1.8897385597229004,0.9303810596466064,0.2,-0.01048774232622236,0.0032677515,0.28433348070830106,0.05730116367340088,33.14730212688446,1e-05,0.1
116,4684,405,1900544,20.402414321899414,573.53,1150,0.167657470703125,2.173344612121582,0.8792873620986938,0.2,-0.009596394171239808,0.0035454878,0.5585192048922181,0.05737454816699028,33.11709144115448,1e-05,0.1
117,4684,409,1916928,20.735370635986328,590.03,1160,0.151904296875,1.9999972581863403,0.8896434307098389,0.2,-0.010063472910405834,0.0034143995,0.42870770338922737,0.05744752287864685,33.087831258773804,1e-05,0.1
118,4670,413,1933312,20.450944900512695,584.64,1170,0.1362548828125,1.9506194591522217,0.9273019433021545,0.2,-0.011059136646508705,0.0031163166,0.35070027466863396,0.05751114338636398,33.06027381420135,1e-05,0.1
119,4666,417,1949696,18.899560928344727,552.03,1180,0.15521240234375,2.078476905822754,0.8756173849105835,0.2,-0.010069558199029415,0.0034081559,0.48000506293028594,0.05758997052907944,33.03209011554718,1e-05,0.1
120,4666,421,1966080,17.78976821899414,511.18,1190,0.14366455078125,1.988551139831543,0.9051672220230103,0.2,-0.01039170792355435,0.0031986993,0.41646102759987114,0.05765729397535324,33.00270612239838,1e-05,0.1
121,4666,424,1982464,16.132308959960938,473.85,1200,0.14833984375,2.041486978530884,0.9076059460639954,0.2,-0.011099005718278931,0.0033370438,0.4346371334046125,0.057723578065633774,32.97611589431763,1e-05,0.1
122,4662,428,1998848,17.288009643554688,499.83,1210,0.131646728515625,1.8997905254364014,0.9402831196784973,0.2,-0.010615007520391373,0.0029959674,0.3051673322916031,0.05778850242495537,32.950000929832456,1e-05,0.1
123,4654,432,2015232,17.597414016723633,511.16,1220,0.139501953125,2.115647554397583,0.8894331455230713,0.2,-0.009214248223725009,0.0031263796,0.5172023318707943,0.05786217749118805,32.92246816158295,1e-05,0.1
124,4651,436,2031616,20.3717098236084,573.26,1230,0.13297119140625,1.8885645866394043,0.9281627535820007,0.2,-0.010616358132392634,0.0029955667,0.23801320819184185,0.05793845281004906,32.89269711971283,1e-05,0.1
125,4650,440,2048000,19.110267639160156,542.63,1240,0.151983642578125,2.2456111907958984,0.8637640476226807,0.2,-0.009347817760135513,0.0034655484,0.645601456426084,0.05801196023821831,32.862727117538455,1e-05,0.1
126,4654,443,2064384,19.56890869140625,554.66,1250,0.13583984375,2.03175950050354,0.9346562623977661,0.2,-0.011461368868185672,0.0030284924,0.3255426146090031,0.058082129806280136,32.83437020778656,1e-05,0.1
127,4658,446,2080768,20.966474533081055,597.84,1260,0.14110107421875,2.062476873397827,0.9104697704315186,0.2,-0.009915014434955082,0.0033377486,0.37279033605009315,0.058158449828624725,32.80545246601105,1e-05,0.1
128,4662,449,2097152,21.005578994750977,603.88,1270,0.172314453125,2.0129642486572266,0.8824113011360168,0.2,-0.009836195474781562,0.0037110709,0.47640830408781765,0.058234311640262604,32.77527122497558,1e-05,0.1
129,4665,452,2113536,21.558847427368164,619.34,1280,0.144586181640625,2.027222156524658,0.8773763179779053,0.2,-0.010048573528183623,0.003270573,0.45632941778749225,0.0583111010491848,32.74514660835266,1e-05,0.1
130,4668,456,2129920,17.63379669189453,524.66,1290,0.143341064453125,2.0715229511260986,0.9042435884475708,0.2,-0.00954441221401794,0.003181596,0.44350755140185355,0.05838317796587944,32.71570038795471,1e-05,0.1
131,4670,459,2146304,18.933420181274414,558.27,1300,0.133245849609375,1.876402497291565,0.9325184226036072,0.2,-0.01120142970175948,0.0030285686,0.3110403294675052,0.0584544874727726,32.68758757114411,1e-05,0.1
132,4673,462,2162688,18.68193244934082,546.34,1310,0.147296142578125,2.046372652053833,0.9034233093261719,0.2,-0.009934175902162678,0.003302774,0.43629489559680223,0.058527521789073944,32.65917997360229,1e-05,0.1
133,4674,466,2179072,19.390949249267578,564.12,1320,0.14971923828125,2.000833511352539,0.9108582735061646,0.2,-0.010084986692527309,0.0033275825,0.37932688370347023,0.05859743058681488,32.63101601600647,1e-05,0.1
134,4676,469,2195456,20.195842742919922,580.84,1330,0.142633056640625,1.9211901426315308,0.9105336666107178,0.2,-0.009718513298139442,0.0031963447,0.37688009161502123,0.05867000296711922,32.6031298160553,1e-05,0.1
135,4678,472,2211840,19.035221099853516,550.12,1340,0.165716552734375,1.974729061126709,0.9053431749343872,0.2,-0.010532284338842146,0.003496658,0.4583885814994574,0.05874542146921158,32.57408287525177,1e-05,0.1
136,4681,475,2228224,18.237834930419922,528.34,1350,0.139276123046875,1.8981373310089111,0.9221566915512085,0.2,-0.010197579421219415,0.0032157747,0.34794812025502325,0.0588204562664032,32.54460136890411,1e-05,0.1
137,4683,479,2244608,18.863496780395508,542.42,1360,0.14967041015625,2.050940752029419,0.9226721525192261,0.2,-0.010418256580305752,0.0034047484,0.3953650871291757,0.05888817086815834,32.51675925254822,1e-05,0.1
138,4683,482,2260992,17.144546508789062,505.19,1370,0.145843505859375,2.006175994873047,0.8995631337165833,0.2,-0.009131264628376812,0.0033025162,0.4699639804661274,0.05895478278398514,32.49046399593353,1e-05,0.1
139,4686,485,2277376,17.221769332885742,505.33,1380,0.145489501953125,1.8808196783065796,0.9462425112724304,0.2,-0.011607002164237202,0.0031706044,0.2552687402814627,0.059021640568971634,32.464522981643675,1e-05,0.1
140,4690,489,2293760,19.37763214111328,564.71,1390,0.1531494140625,2.045966863632202,0.9180340766906738,0.2,-0.010606325106346048,0.003499659,0.38757131425663827,0.059102125465869904,32.435837745666504,1e-05,0.1
141,4693,492,2310144,19.732633590698242,574.11,1400,0.143707275390625,2.0906529426574707,0.8802750110626221,0.2,-0.009175080075510777,0.0032100307,0.46680200677365064,0.05917294695973396,32.406128597259524,1e-05,0.1
142,4696,495,2326528,21.272052764892578,606.75,1410,0.143011474609375,1.9555299282073975,0.9256523847579956,0.2,-0.010234763317566831,0.003140655,0.3157142039388418,0.05925038456916809,32.37759962081909,1e-05,0.1
143,4699,498,2342912,21.35730743408203,610.17,1420,0.158282470703125,2.3797764778137207,0.888191819190979,0.2,-0.010197888492257334,0.0035654842,0.4853873776271939,0.05932532250881195,32.34791631698609,1e-05,0.1
144,4702,501,2359296,20.029918670654297,576.97,1430,0.144085693359375,1.9419746398925781,0.9053272008895874,0.2,-0.01035312140447786,0.003264915,0.4481700086966157,0.05939599126577377,32.31962110996246,1e-05,0.1
145,4704,504,2375680,20.631732940673828,595.42,1440,0.12733154296875,1.9532098770141602,0.91969233751297,0.2,-0.009731172263855115,0.0030474379,0.3669131649658084,0.05946480855345726,32.29250819683075,1e-05,0.1
146,4707,508,2392064,19.322568893432617,568.03,1450,0.14769287109375,1.943662405014038,0.9179868102073669,0.2,-0.009702195294084958,0.0033211815,0.3398740672506392,0.05953923612833023,32.26499171257019,1e-05,0.1
147,4711,511,2408448,19.335289001464844,565.78,1460,0.14781494140625,2.0411388874053955,0.9131763577461243,0.2,-0.010705275529471692,0.003238141,0.35553965214639904,0.0596139021217823,32.23615584373474,1e-05,0.1
148,4714,514,2424832,20.504301071166992,579.21,1470,0.140899658203125,1.8539209365844727,0.9130405783653259,0.2,-0.009561485951417125,0.0032074288,0.37531336257234216,0.05968774855136871,32.207582640647885,1e-05,0.1
149,4717,517,2441216,18.747957229614258,539.31,1480,0.14207763671875,2.1542446613311768,0.8955727815628052,0.2,-0.009063569179852493,0.003273492,0.4789650708436966,0.05976064130663872,32.17918863296509,1e-05,0.1
150,4721,520,2457600,19.019996643066406,548.58,1490,0.136297607421875,1.8253320455551147,0.9437531232833862,0.2,-0.011682405433384701,0.0032477006,0.26881350446492436,0.05983024090528488,32.15209658145905,1e-05,0.1
151,4724,523,2473984,19.536462783813477,557.2,1500,0.160418701171875,1.9091873168945312,0.8933409452438354,0.2,-0.009993584688345436,0.0035975566,0.41964574353769424,0.059912800788879395,32.12269763946533,1e-05,0.1
152,4727,526,2490368,20.68246841430664,586.72,1510,0.1483154296875,2.1546502113342285,0.8917216062545776,0.2,-0.009173552854917943,0.0033218623,0.4898853899911046,0.05998814105987549,32.092132925987244,1e-05,0.1
153,4728,530,2506752,20.781845092773438,589.4,1520,0.156927490234375,2.083425998687744,0.8795230984687805,0.2,-0.009002101447549649,0.0033972003,0.47966907285153865,0.06006743013858795,32.062667870521544,1e-05,0.1
154,4731,533,2523136,20.67214584350586,585.78,1530,0.14154052734375,2.0741801261901855,0.9269666075706482,0.2,-0.010072352390125161,0.00329591,0.3914925422519445,0.06014459580183029,32.032731485366824,1e-05,0.1
155,4735,536,2539520,21.076126098632812,597.24,1540,0.15086669921875,1.895740032196045,0.9055627584457397,0.2,-0.009382128258584999,0.0033444138,0.41307140588760377,0.060220927000045776,32.00331050157547,1e-05,0.1
156,4738,539,2555904,20.286903381347656,576.82,1550,0.147918701171875,1.9042205810546875,0.9127258658409119,0.2,-0.009460757211491,0.003248632,0.403559466637671,0.0602913573384285,31.975299859046935,1e-05,0.1
157,4740,542,2572288,21.972238540649414,607.39,1560,0.144451904296875,1.8314762115478516,0.9219550490379333,0.2,-0.009883156461728503,0.0032774257,0.2712754007428885,0.060366082936525345,31.947787475585937,1e-05,0.1
158,4742,545,2588672,19.230770111083984,540.21,1570,0.148101806640625,2.1283926963806152,0.8919652700424194,0.2,-0.009870505444268929,0.0033605364,0.5264380402863026,0.060439012944698334,31.919466376304626,1e-05,0.1
159,4745,548,2605056,18.589628219604492,529.78,1580,0.137164306640625,1.9077122211456299,0.9353078007698059,0.2,-0.010368007179931738,0.003052778,0.32269671410322187,0.06051349639892578,31.891370284557343,1e-05,0.1
160,4748,552,2621440,17.91421127319336,521.13,1590,0.14552001953125,1.9094984531402588,0.9284957647323608,0.2,-0.010042014622013085,0.0031872927,0.3655673090368509,0.060587432235479355,31.863245129585266,1e-05,0.1
161,4750,555,2637824,18.748594284057617,548.32,1600,0.150006103515625,1.9512747526168823,0.9182925224304199,0.2,-0.010397453633777332,0.0033438033,0.34566719541326163,0.0606670007109642,31.834105837345124,1e-05,0.1
162,4753,558,2654208,19.040050506591797,555.64,1610,0.13746337890625,1.8829874992370605,0.9311876893043518,0.2,-0.010339499467954738,0.003102521,0.3134703064337373,0.06074433773756027,31.804498934745787,1e-05,0.1
163,4756,561,2670592,19.07698631286621,561.42,1620,0.141387939453125,1.9808886051177979,0.9337528944015503,0.2,-0.009949407057865756,0.003214534,0.3601197711192071,0.06082616001367569,31.77435986995697,1e-05,0.1
164,4759,564,2686976,20.878406524658203,604.58,1630,0.15345458984375,1.9692771434783936,0.9197468757629395,0.2,-0.010561083594802767,0.003374925,0.3985760811716318,0.06090056523680687,31.744698333740235,1e-05,0.1
165,4761,567,2703360,20.99645233154297,601.34,1640,0.15318603515625,1.9799277782440186,0.8945882320404053,0.2,-0.00807644879387226,0.0033275632,0.36998796965926883,0.06098637357354164,31.714658939838408,1e-05,0.1
166,4763,570,2719744,21.374441146850586,609.91,1650,0.145562744140625,1.9873836040496826,0.8927406668663025,0.2,-0.009139362261339556,0.0032114072,0.520173941552639,0.06106194853782654,31.683902180194856,1e-05,0.1
167,4765,574,2736128,20.433387756347656,588.93,1660,0.1377197265625,1.890258550643921,0.9285769462585449,0.2,-0.01061835750588216,0.003104255,0.351038256380707,0.061130259186029434,31.65688030719757,1e-05,0.1
168,4768,577,2752512,18.556482315063477,543.86,1670,0.139105224609375,1.9241435527801514,0.9265711903572083,0.2,-0.010055808538163546,0.0032835645,0.3501931833103299,0.06120457872748375,31.63013471364975,1e-05,0.1
169,4771,580,2768896,19.160585403442383,557.6,1680,0.145849609375,1.8130937814712524,0.9328509569168091,0.2,-0.01097974129152135,0.0033629742,0.30627840785309673,0.06127971038222313,31.602148497104643,1e-05,0.1
170,4773,583,2785280,19.187419891357422,560.79,1690,0.15069580078125,1.9531736373901367,0.8881115317344666,0.2,-0.00957150019821711,0.003326702,0.47232713308185337,0.06136263906955719,31.572360610961915,1e-05,0.1
171,4775,586,2801664,19.19684410095215,569.25,1700,0.140863037109375,1.8689308166503906,0.9450781345367432,0.2,-0.010760233385371975,0.0031299521,0.28840186232700943,0.061434850096702576,31.543239974975585,1e-05,0.1
172,4777,589,2818048,18.920101165771484,562.14,1710,0.138409423828125,1.8339364528656006,0.9328346848487854,0.2,-0.010787155346770305,0.0030496595,0.27163329822942617,0.06150820106267929,31.51614396572113,1e-05,0.1
173,4780,592,2834432,18.72406768798828,555.52,1720,0.136627197265625,1.8989452123641968,0.9213884472846985,0.2,-0.009933918455499225,0.0031889544,0.33362467885017394,0.06157984584569931,31.48892741203308,1e-05,0.1
174,4782,596,2850816,18.756160736083984,549.98,1730,0.13358154296875,2.0220844745635986,0.9250450134277344,0.2,-0.009989542374387383,0.0031754412,0.4111185401678085,0.06165093928575516,31.46228243112564,1e-05,0.1
175,4785,599,2867200,18.096908569335938,530.66,1740,0.15706787109375,1.811462163925171,0.93572998046875,0.2,-0.010501414135796949,0.0033683178,0.2732782828621566,0.06172697991132736,31.43494243621826,1e-05,0.1
176,4787,602,2883584,17.177265167236328,510.04,1750,0.15247802734375,1.8387084007263184,0.9219169020652771,0.2,-0.010579118628811557,0.0033264114,0.37580671068280935,0.06180422753095627,31.40620473623276,1e-05,0.1
177,4789,605,2899968,18.87128448486328,555.32,1760,0.129119873046875,1.825933575630188,0.9415067434310913,0.2,-0.010750456515233963,0.003010079,0.2650257016532123,0.06188371405005455,31.377324736118318,1e-05,0.1
178,4792,608,2916352,20.55402183532715,601.3,1770,0.14921875,1.883908748626709,0.9240521192550659,0.2,-0.009409237357613166,0.0032999548,0.32657029246911407,0.06196565181016922,31.34719521999359,1e-05,0.1
179,4794,611,2932736,21.711448669433594,631.49,1780,0.153375244140625,1.785109043121338,0.9209108352661133,0.2,-0.009716714260866866,0.0033605006,0.32870306773111224,0.062045954167842865,31.317034661769867,1e-05,0.1
180,4796,614,2949120,20.711259841918945,605.45,1790,0.146697998046875,1.9493589401245117,0.914652407169342,0.2,-0.010535122542933095,0.0033291806,0.41508889719843867,0.0621194988489151,31.28835986852646,1e-05,0.1
181,4799,617,2965504,19.909610748291016,579.93,1800,0.149639892578125,1.8084332942962646,0.9481472969055176,0.2,-0.011974342705798335,0.0033029781,0.270489957369864,0.06219344958662987,31.261217749118806,1e-05,0.1
182,4801,621,2981888,18.95777702331543,554.23,1810,0.1595703125,2.017993450164795,0.9189592599868774,0.2,-0.010403674183180556,0.0035573752,0.38834687415510416,0.06227044016122818,31.23341703414917,1e-05,0.1
183,4803,624,2998272,18.608495712280273,542.16,1820,0.139276123046875,1.9507291316986084,0.9254475831985474,0.2,-0.010268000222276896,0.003124313,0.3444524437189102,0.0623498260974884,31.204483842849733,1e-05,0.1
184,4806,627,3014656,18.10757827758789,529.84,1830,0.1500732421875,2.008042335510254,0.893304705619812,0.2,-0.010720872915408108,0.0033578184,0.47378039322793486,0.06242937222123146,31.175146758556366,1e-05,0.1
185,4806,630,3031040,18.915367126464844,544.36,1840,0.142608642578125,1.7941830158233643,0.9360825419425964,0.2,-0.010562132064660546,0.003188189,0.3038932427763939,0.0625072568655014,31.146124291419984,1e-05,0.1
186,4807,633,3047424,19.835729598999023,570.8,1850,0.14024658203125,1.802362084388733,0.9208536148071289,0.2,-0.00973992699291557,0.0032178052,0.36976158041507007,0.06258559972047806,31.117413783073424,1e-05,0.1
187,4809,637,3063808,20.66275405883789,587.73,1860,0.14410400390625,1.850372314453125,0.9247691035270691,0.2,-0.009656547906342895,0.003402885,0.39062130404636264,0.06266440451145172,31.088378143310546,1e-05,0.1
188,4812,640,3080192,21.28533363342285,604.23,1870,0.135858154296875,1.90773344039917,0.9393869042396545,0.2,-0.009666925418423488,0.0030501748,0.29179105497896674,0.06274541467428207,31.059117245674134,1e-05,0.1
189,4811,643,3096576,20.778017044067383,598.44,1880,0.1399169921875,2.0762381553649902,0.9128575921058655,0.2,-0.008767377198091708,0.0032437,0.40705585293471813,0.0628298819065094,31.028791415691376,1e-05,0.1
190,4813,646,3112960,21.030109405517578,597.13,1890,0.1564208984375,1.9600672721862793,0.8934543132781982,0.2,-0.008984181594860275,0.0035235253,0.4239896470680833,0.06290794163942337,30.998862743377686,1e-05,0.1
191,4815,649,3129344,20.85751724243164,592.86,1900,0.15716552734375,1.9940768480300903,0.9090011119842529,0.2,-0.010276837614946998,0.003282074,0.454880946688354,0.06298565119504929,30.97054843902588,1e-05,0.1
192,4816,653,3145728,21.868396759033203,619.11,1910,0.131982421875,1.7801307439804077,0.926521360874176,0.2,-0.009921561961527913,0.0029771307,0.3095118599943817,0.06307047605514526,30.941092669963837,1e-05,0.1
193,4818,656,3162112,20.898658752441406,599.35,1920,0.162005615234375,1.8802825212478638,0.8842412829399109,0.2,-0.0090944099931221,0.0035771115,0.44494227729737756,0.06315045058727264,30.91079205274582,1e-05,0.1
194,4820,659,3178496,22.403457641601562,635.31,1930,0.14471435546875,1.9793009757995605,0.8899603486061096,0.2,-0.008850491387420334,0.0031881363,0.5119724618270993,0.06322629749774933,30.882359445095062,1e-05,0.1
195,4821,662,3194880,21.09273910522461,610.4,1940,0.13707275390625,1.902949571609497,0.9018438458442688,0.2,-0.008947166093275883,0.0031383003,0.38544102357700466,0.06330464035272598,30.85446517467499,1e-05,0.1
196,4823,665,3211264,20.23769187927246,592.0,1950,0.14537353515625,1.861570119857788,0.9250363707542419,0.2,-0.010881085375149268,0.0032174774,0.3246665601618588,0.06338316202163696,30.82590548992157,1e-05,0.1
197,4825,668,3227648,21.591054916381836,624.64,1960,0.147174072265625,2.019375801086426,0.900075376033783,0.2,-0.009630792439565994,0.0032705334,0.3880075071007013,0.06346332281827927,30.797160339355468,1e-05,0.1
198,4826,672,3244032,20.130022048950195,585.46,1970,0.1419921875,1.9813623428344727,0.9122377038002014,0.2,-0.009416875272290782,0.0033590524,0.3561100729741156,0.0635433942079544,30.768019759654997,1e-05,0.1
199,4828,675,3260416,20.42206573486328,589.33,1980,0.138037109375,1.9006518125534058,0.9413396120071411,0.2,-0.010320875250909013,0.0032518832,0.31838154708966615,0.06361895799636841,30.739848184585572,1e-05,0.1
200,4829,678,3276800,19.480405807495117,560.24,1990,0.1439208984375,1.8666718006134033,0.9248530864715576,0.2,-0.010117892203561496,0.003322151,0.33260023035109043,0.06369902193546295,30.711929655075075,1e-05,0.1
201,4829,681,3293184,20.44023895263672,582.6,2000,0.17047119140625,2.0079410076141357,0.8973937034606934,0.2,-0.009618337675055955,0.0037029688,0.4836735513061285,0.06378056854009628,30.682664155960083,1e-05,0.1
202,4830,685,3309568,20.950950622558594,599.24,2010,0.144384765625,1.723886489868164,0.9401946067810059,0.2,-0.009571063020121073,0.003146605,0.25713516399264336,0.06385671347379684,30.654096245765686,1e-05,0.1
203,4832,688,3325952,21.23383140563965,608.24,2020,0.142822265625,1.813718557357788,0.9321956038475037,0.2,-0.010217427089810372,0.0031427108,0.3140996817499399,0.06393792480230331,30.6259153008461,1e-05,0.1
204,4834,691,3342336,20.21454620361328,582.53,2030,0.157806396484375,2.1070735454559326,0.9027687311172485,0.2,-0.009713909569109091,0.0033539454,0.47639194447547195,0.06401831656694412,30.59681146144867,1e-05,0.1
205,4836,694,3358720,19.307844161987305,556.96,2040,0.144793701171875,1.787278413772583,0.9344364404678345,0.2,-0.010779931802244392,0.0031834547,0.3100065851584077,0.06409983336925507,30.56777333021164,1e-05,0.1
206,4837,697,3375104,20.051471710205078,582.03,2050,0.12906494140625,1.701406717300415,0.9483062624931335,0.2,-0.010962799401022493,0.002975481,0.20214245039969683,0.06417904049158096,30.538939797878264,1e-05,0.1
207,4840,700,3391488,19.803482055664062,575.59,2060,0.1410400390625,1.8574600219726562,0.9098445177078247,0.2,-0.009734837876749225,0.0031641177,0.35089331548660996,0.06425601243972778,30.510771453380585,1e-05,0.1
208,4842,703,3407872,20.708826065063477,603.27,2070,0.1497802734375,1.8336501121520996,0.9300877451896667,0.2,-0.0097553507941484,0.003313851,0.3095580444671214,0.06433185189962387,30.483532500267028,1e-05,0.1
209,4844,706,3424256,20.976825714111328,607.24,2080,0.144403076171875,1.9303004741668701,0.9091652631759644,0.2,-0.009613156838167925,0.0032620279,0.43667756505310534,0.0644187480211258,30.45455470085144,1e-05,0.1
210,4845,709,3440640,20.827293395996094,597.72,2090,0.1423828125,1.7387139797210693,0.9376645088195801,0.2,-0.00980207774991868,0.0031871446,0.29841280011460186,0.0645061507821083,30.42353845834732,1e-05,0.1
211,4847,713,3457024,20.069561004638672,573.39,2100,0.1535400390625,2.0362355709075928,0.9039884209632874,0.2,-0.009948535582225304,0.0034747194,0.4811410067602992,0.06458118557929993,30.394257164001466,1e-05,0.1
212,4849,716,3473408,19.627046585083008,564.07,2110,0.145440673828125,1.7787708044052124,0.9446811676025391,0.2,-0.01020020807191031,0.0032377143,0.2881469656713307,0.06466197967529297,30.36668519973755,1e-05,0.1
213,4851,719,3489792,20.434789657592773,586.39,2120,0.13905029296875,1.767148733139038,0.9362258911132812,0.2,-0.009471421194029972,0.0031665876,0.2667655314318836,0.06475057452917099,30.33659052848816,1e-05,0.1
214,4852,722,3506176,20.959552764892578,601.33,2130,0.149664306640625,1.8649768829345703,0.8954400420188904,0.2,-0.009235964569961652,0.0033272791,0.4952702961862087,0.06483760476112366,30.305337381362914,1e-05,0.1
215,4853,725,3522560,22.20956039428711,629.43,2140,0.141082763671875,1.7825477123260498,0.9402941465377808,0.2,-0.009640093556663487,0.0032864371,0.3093781525269151,0.0649125799536705,30.276383924484254,1e-05,0.1
216,4855,728,3538944,20.238176345825195,579.96,2150,0.163385009765625,1.9844980239868164,0.9132580757141113,0.2,-0.009476587735116481,0.0035981457,0.4346548836678267,0.06500130146741867,30.247768902778624,1e-05,0.1
217,4856,732,3555328,19.134862899780273,555.18,2160,0.146417236328125,1.827492356300354,0.9303285479545593,0.2,-0.010605845545069315,0.003252546,0.3422577312216163,0.06507453322410583,30.218852984905244,1e-05,0.1
218,4857,735,3571712,20.294389724731445,578.32,2170,0.13492431640625,1.8060181140899658,0.9502168297767639,0.2,-0.010208899025747087,0.0030307844,0.2878561744466424,0.06515343487262726,30.192096650600433,1e-05,0.1
219,4859,738,3588096,21.03372573852539,597.69,2180,0.148919677734375,1.8280085325241089,0.9261202216148376,0.2,-0.008646180546929828,0.0033356617,0.3364845676347613,0.06523460894823074,30.16387983560562,1e-05,0.1
220,4861,741,3604480,20.359203338623047,582.56,2190,0.1605712890625,1.8376903533935547,0.919156551361084,0.2,-0.009274416290281806,0.003402434,0.39430372305214406,0.06531371176242828,30.135586273670196,1e-05,0.1
221,4862,744,3620864,23.0583553314209,644.93,2200,0.15528564453125,1.8407692909240723,0.9343324303627014,0.2,-0.009684636269230395,0.003454166,0.2904095696285367,0.06539715081453323,30.107003700733184,1e-05,0.1
222,4864,747,3637248,22.660245895385742,634.54,2210,0.1457275390625,1.9033477306365967,0.900179922580719,0.2,-0.009425888123223558,0.0033438597,0.4316079843789339,0.06548155099153519,30.077333533763884,1e-05,0.1
223,4865,750,3653632,22.870573043823242,639.11,2220,0.1493408203125,1.8198633193969727,0.8995142579078674,0.2,-0.009522736680810339,0.0033701744,0.4118526978418231,0.06556618958711624,30.047778058052064,1e-05,0.1
224,4867,754,3670016,22.077924728393555,617.6,2230,0.1523193359375,1.8511594533920288,0.9218884706497192,0.2,-0.008847145697654924,0.003287986,0.34640289675444363,0.0656409040093422,30.019649076461793,1e-05,0.1
225,4868,757,3686400,20.839183807373047,592.89,2240,0.167230224609375,1.7763123512268066,0.9164395332336426,0.2,-0.009584332269150763,0.0036703367,0.4013429945334792,0.06572587788105011,29.991887557506562,1e-05,0.1
