time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,train/clip_range_vf,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/std,train/entropy_loss,train/learning_rate,train/clip_range
338,4977,1112,5537792,20.365222930908203,605.72,3370,0.130059814453125,1.5758373737335205,0.9456334710121155,0.2,-0.00944392826204421,0.0029346342,0.23102973187342285,0.07567382603883743,26.748467051982878,1e-05,0.1
339,4978,1115,5554176,21.58551025390625,632.6,3380,0.1443359375,1.7136611938476562,0.9301241636276245,0.2,-0.009183619719988202,0.003357637,0.34132823524996636,0.07577406615018845,26.720382606983186,1e-05,0.1
340,4979,1118,5570560,22.933671951293945,660.84,3390,0.1619384765625,1.6975605487823486,0.8928511738777161,0.2,-0.008813761298370082,0.003526567,0.34640632309019564,0.07588564604520798,26.688186037540437,1e-05,0.1
341,4980,1121,5586944,24.172658920288086,686.39,3400,0.149639892578125,1.747843623161316,0.9078217148780823,0.2,-0.00821264218102442,0.0033182781,0.4041129813529551,0.07598482817411423,26.655899131298064,1e-05,0.1
342,4980,1124,5603328,23.230758666992188,666.41,3410,0.140411376953125,1.647935390472412,0.9110955595970154,0.2,-0.00830811636405997,0.0031597745,0.35766112208366396,0.07608313858509064,26.626037871837617,1e-05,0.1
343,4981,1128,5619712,23.157136917114258,668.51,3420,0.1348388671875,1.5644229650497437,0.9285486936569214,0.2,-0.009343645669287071,0.0030191154,0.24072976112365724,0.0761764794588089,26.59714024066925,1e-05,0.1
344,4982,1131,5636096,22.212665557861328,652.9,3430,0.138385009765625,1.6048451662063599,0.935684323310852,0.2,-0.009960490475350525,0.003137879,0.2727728427387774,0.0762748271226883,26.568367576599123,1e-05,0.1
345,4982,1134,5652480,21.6048641204834,626.93,3440,0.1396484375,1.562686562538147,0.950408399105072,0.2,-0.010031347014592028,0.0030962506,0.21726097892969848,0.07637996971607208,26.53777974843979,1e-05,0.1
346,4983,1137,5668864,21.83753204345703,633.14,3450,0.15595703125,1.7390809059143066,0.8990751504898071,0.2,-0.00879432311776327,0.0034952287,0.4319793597795069,0.07648009806871414,26.50647715330124,1e-05,0.1
347,4984,1140,5685248,21.673175811767578,628.39,3460,0.131365966796875,1.541727066040039,0.9339972734451294,0.2,-0.009169554300024174,0.002998699,0.25888358233496545,0.07657194882631302,26.477806210517883,1e-05,0.1
348,4985,1143,5701632,20.153076171875,588.92,3470,0.143212890625,1.6353651285171509,0.9318997859954834,0.2,-0.010517082851583837,0.0032946304,0.3249616388231516,0.07666375488042831,26.45029673576355,1e-05,0.1
349,4984,1147,5718016,20.660024642944336,614.55,3480,0.1316650390625,1.4722552299499512,0.9499838948249817,0.2,-0.010346238642523532,0.0030147089,0.20520566506311297,0.07675529271364212,26.422698497772217,1e-05,0.1
350,4985,1150,5734400,19.75116729736328,593.97,3490,0.14940185546875,1.5479722023010254,0.9161559343338013,0.2,-0.008745361880573909,0.0033194758,0.3282849914394319,0.07685347646474838,26.39436355829239,1e-05,0.1
351,4986,1153,5750784,20.471054077148438,605.23,3500,0.135882568359375,1.5702173709869385,0.9499395489692688,0.2,-0.010943348462751601,0.003155226,0.2549056025221944,0.07694315910339355,26.366277074813844,1e-05,0.1
352,4987,1156,5767168,20.839712142944336,612.47,3510,0.1412353515625,1.5500329732894897,0.9108940362930298,0.2,-0.00810967227735091,0.0032503265,0.32837028717622163,0.07704556733369827,26.337490904331208,1e-05,0.1
353,4987,1159,5783552,20.372669219970703,605.04,3520,0.134674072265625,1.493995189666748,0.9350937008857727,0.2,-0.009268029806844425,0.003123921,0.291486659552902,0.07714714109897614,26.30701118707657,1e-05,0.1
354,4988,1162,5799936,21.283302307128906,631.69,3530,0.137603759765625,1.5805811882019043,0.9336210489273071,0.2,-0.009959110204363242,0.0032070202,0.2534554903395474,0.07723883539438248,26.278126323223113,1e-05,0.1
355,4989,1165,5816320,21.144878387451172,631.61,3540,0.138494873046875,1.6958732604980469,0.9176262021064758,0.2,-0.009511123535048682,0.0031269956,0.3826937234029174,0.07733646780252457,26.250039184093474,1e-05,0.1
356,4990,1168,5832704,21.188283920288086,629.64,3550,0.13250732421875,1.4952385425567627,0.9457166194915771,0.2,-0.009158808780193794,0.0030138884,0.20285403919406236,0.07742951065301895,26.22171574831009,1e-05,0.1
357,4991,1171,5849088,22.76050567626953,659.11,3560,0.134613037109375,1.5234626531600952,0.9431803226470947,0.2,-0.008831487488350831,0.0031638253,0.26772586088627576,0.07752968370914459,26.193037581443786,1e-05,0.1
358,4992,1174,5865472,22.291704177856445,646.81,3570,0.1563720703125,1.6866264343261719,0.8977231979370117,0.2,-0.00887023579707602,0.003570119,0.4228746945038438,0.07763080298900604,26.16320444345474,1e-05,0.1
359,4993,1178,5881856,22.304044723510742,637.49,3580,0.129742431640625,1.5874217748641968,0.9414034485816956,0.2,-0.009056277851050254,0.003094077,0.290968276001513,0.07772393524646759,26.134271764755248,1e-05,0.1
360,4992,1181,5898240,20.934202194213867,607.33,3590,0.1536376953125,1.5530284643173218,0.9151400327682495,0.2,-0.009053721006785054,0.0033223215,0.3485513456165791,0.07782826572656631,26.105358469486237,1e-05,0.1
361,4993,1184,5914624,18.9854736328125,561.63,3600,0.140753173828125,1.6101348400115967,0.9421741366386414,0.2,-0.010878487113222946,0.0032942183,0.2934490831568837,0.07791486382484436,26.076806128025055,1e-05,0.1
362,4994,1187,5931008,19.506187438964844,574.44,3610,0.1273681640625,1.5868457555770874,0.9403817057609558,0.2,-0.0095707892520295,0.0030484917,0.25802744198590516,0.07800708711147308,26.050574171543122,1e-05,0.1
363,4994,1190,5947392,18.937946319580078,566.84,3620,0.139361572265625,1.4988831281661987,0.9302323460578918,0.2,-0.009163116786658066,0.0032129544,0.27396590607240795,0.07810927927494049,26.0219731092453,1e-05,0.1
364,4995,1193,5963776,19.29326629638672,570.26,3630,0.158642578125,1.751246452331543,0.9112406969070435,0.2,-0.010176690576190594,0.0035232357,0.39885372798889873,0.07819966971874237,25.99342303276062,1e-05,0.1
365,4995,1197,5980160,19.755884170532227,581.43,3640,0.133367919921875,1.5330885648727417,0.9389532804489136,0.2,-0.00981317034456879,0.003002211,0.2740372530184686,0.07829529047012329,25.966134393215178,1e-05,0.1
366,4996,1200,5996544,21.393156051635742,626.42,3650,0.1472412109375,1.644860029220581,0.9094973206520081,0.2,-0.00906629274977604,0.003326362,0.38166344109922645,0.07839825004339218,25.937021017074585,1e-05,0.1
367,4997,1203,6012928,21.784133911132812,638.33,3660,0.14815673828125,1.545391321182251,0.9257650971412659,0.2,-0.009260306687792763,0.0032776468,0.2547992723062634,0.07850063592195511,25.906935679912568,1e-05,0.1
368,4997,1206,6029312,22.4051513671875,656.54,3670,0.14747314453125,1.6553516387939453,0.9063934087753296,0.2,-0.008588645223062486,0.0032985392,0.422990136500448,0.07860109955072403,25.877171313762666,1e-05,0.1
369,4998,1209,6045696,22.780500411987305,659.99,3680,0.129376220703125,1.4945623874664307,0.9481391310691833,0.2,-0.00984655769134406,0.0030697733,0.24660921720787882,0.07869601994752884,25.848525094985963,1e-05,0.1
370,4999,1212,6062080,23.305334091186523,668.36,3690,0.13778076171875,1.6623990535736084,0.9168973565101624,0.2,-0.008596475260856096,0.0031341177,0.36533135222271085,0.07879602164030075,25.820088028907776,1e-05,0.1
371,5000,1215,6078464,23.587501525878906,675.34,3700,0.130218505859375,1.4323244094848633,0.9420968890190125,0.2,-0.008289163882727735,0.0029686543,0.18182673994451762,0.07889994233846664,25.790392374992372,1e-05,0.1
372,5001,1218,6094848,24.396434783935547,696.35,3710,0.136865234375,1.5990338325500488,0.916808545589447,0.2,-0.00835301679035183,0.003130881,0.32935936395078896,0.07899945974349976,25.76053727865219,1e-05,0.1
373,5001,1221,6111232,26.005632400512695,735.55,3720,0.13206787109375,1.53669011592865,0.9432939887046814,0.2,-0.009979743178701029,0.0031524948,0.25371728939935567,0.07909511029720306,25.7325101852417,1e-05,0.1
374,5002,1224,6127616,25.288528442382812,717.12,3730,0.14442138671875,1.651005744934082,0.921025812625885,0.2,-0.008033791283378378,0.0032473903,0.30083431042730807,0.07920052856206894,25.703111386299135,1e-05,0.1
375,5002,1228,6144000,22.503612518310547,651.47,3740,0.14249267578125,1.6313103437423706,0.8995888233184814,0.2,-0.009325145947514102,0.003224723,0.38972846837714314,0.07930358499288559,25.67261321544647,1e-05,0.1
376,5003,1231,6160384,21.293291091918945,623.85,3750,0.139227294921875,1.5464825630187988,0.9280399084091187,0.2,-0.009910344058880582,0.0031801083,0.2781491467729211,0.07939863204956055,25.64411779642105,1e-05,0.1
377,5004,1234,6176768,21.106367111206055,620.4,3760,0.13203125,1.5277929306030273,0.9516177177429199,0.2,-0.009994233737961622,0.0030869676,0.20061552403494715,0.0794956386089325,25.616329538822175,1e-05,0.1
378,5005,1237,6193152,21.148866653442383,631.87,3770,0.1466064453125,1.5405757427215576,0.9300208687782288,0.2,-0.008688252355204895,0.0033656505,0.26645060563459994,0.0796021893620491,25.586752820014954,1e-05,0.1
379,5006,1240,6209536,21.887929916381836,644.82,3780,0.1393310546875,1.5717664957046509,0.9349381327629089,0.2,-0.010356174697517418,0.0031097992,0.28221517270430924,0.07969575375318527,25.55786908864975,1e-05,0.1
380,5006,1243,6225920,23.129127502441406,679.59,3790,0.142767333984375,1.5414484739303589,0.9161309599876404,0.2,-0.008870714425574988,0.003203861,0.32717098798602817,0.0798020139336586,25.52911933660507,1e-05,0.1
381,5007,1246,6242304,22.100540161132812,653.83,3800,0.1306396484375,1.4116792678833008,0.9485841989517212,0.2,-0.009937197303952417,0.0030144826,0.2173035898245871,0.07989954203367233,25.49956316947937,1e-05,0.1
382,5008,1249,6258688,21.571638107299805,636.9,3810,0.137060546875,1.5465362071990967,0.937698245048523,0.2,-0.010198474045319017,0.0031894972,0.2808461678214371,0.08000104129314423,25.471059703826903,1e-05,0.1
383,5008,1252,6275072,20.48305892944336,611.51,3820,0.1301513671875,1.6541754007339478,0.9362671375274658,0.2,-0.009643340072943828,0.003134602,0.3010515054687858,0.08009939640760422,25.442309510707855,1e-05,0.1
384,4996,1259,6291456,20.466554641723633,611.68,3830,0.12852783203125,1.5300463438034058,0.930535614490509,0.2,-0.008538938441051868,0.0030219397,0.2834452255629003,0.08020253479480743,25.413426756858826,1e-05,0.1
385,4990,1263,6307840,20.561138153076172,615.37,3840,0.138238525390625,1.540909767150879,0.9312147498130798,0.2,-0.009640088588639628,0.0031382442,0.28886022344231604,0.08030559867620468,25.383753633499147,1e-05,0.1
386,4987,1268,6324224,20.625507354736328,621.49,3850,0.135076904296875,1.517279863357544,0.9298555850982666,0.2,-0.009769371488073376,0.0031706828,0.3020985567010939,0.0804068073630333,25.354614663124085,1e-05,0.1
387,4985,1271,6340608,19.654460906982422,596.1,3860,0.135662841796875,1.5248905420303345,0.9271621108055115,0.2,-0.009008050076954533,0.0031674362,0.33174800910055635,0.08051455765962601,25.324805092811584,1e-05,0.1
388,4980,1276,6356992,19.52045440673828,588.71,3870,0.142950439453125,1.595325231552124,0.9247866868972778,0.2,-0.009407389179978054,0.0032162536,0.3181288124062121,0.08061101287603378,25.295269858837127,1e-05,0.1
389,4975,1280,6373376,19.985807418823242,593.87,3880,0.146533203125,1.4669181108474731,0.9304395318031311,0.2,-0.00951248016426689,0.0032254737,0.3105728328227997,0.08070731163024902,25.26797080039978,1e-05,0.1
390,4973,1284,6389760,20.990215301513672,621.83,3890,0.143609619140625,1.4304198026657104,0.929983913898468,0.2,-0.008927949515054934,0.0032339017,0.2606947242747992,0.0808122530579567,25.239540123939513,1e-05,0.1
391,4967,1289,6406144,21.421079635620117,631.19,3900,0.13387451171875,1.4659643173217773,0.9423152208328247,0.2,-0.008604291845404077,0.0031492407,0.2323424163274467,0.08091387897729874,25.209875726699828,1e-05,0.1
392,4965,1293,6422528,22.992050170898438,672.27,3910,0.1361083984375,1.4606273174285889,0.9325723648071289,0.2,-0.009690323943505063,0.0032273296,0.274012175668031,0.0810202807188034,25.180579042434694,1e-05,0.1
393,4963,1297,6438912,24.75621795654297,714.18,3920,0.1488037109375,1.5889555215835571,0.8528851270675659,0.2,-0.007967065066623036,0.003110038,0.31241088500246406,0.08112990111112595,25.149746584892274,1e-05,0.1
394,4962,1300,6455296,23.60205078125,681.43,3930,0.147479248046875,1.5982433557510376,0.9033876657485962,0.2,-0.008850001466635149,0.0033463612,0.4391447862610221,0.08122974634170532,25.11992348432541,1e-05,0.1
395,4961,1304,6471680,25.054121017456055,708.53,3940,0.121563720703125,1.39468252658844,0.9503182172775269,0.2,-0.009275012809666805,0.0028551077,0.2062417953275144,0.08132955431938171,25.091667807102205,1e-05,0.1
396,4959,1308,6488064,24.115007400512695,692.25,3950,0.1442138671875,1.675264596939087,0.894890546798706,0.2,-0.008081609460350591,0.0032852315,0.3846809187904,0.08142793923616409,25.063771271705626,1e-05,0.1
397,4957,1312,6504448,22.071889877319336,648.4,3960,0.131805419921875,1.5216206312179565,0.9356915950775146,0.2,-0.009700941009214148,0.0029922102,0.24927396159619092,0.0815267488360405,25.035747408866882,1e-05,0.1
398,4955,1315,6520832,22.009143829345703,648.16,3970,0.130096435546875,1.5046265125274658,0.9319148063659668,0.2,-0.009229112320463173,0.0031739757,0.3162393504753709,0.08162525296211243,25.008084201812743,1e-05,0.1
399,4954,1319,6537216,20.573625564575195,617.6,3980,0.13612060546875,1.459783673286438,0.9446077942848206,0.2,-0.010014157836849336,0.0031541202,0.2521142549812794,0.08172046393156052,24.98076148033142,1e-05,0.1
400,4953,1322,6553600,20.426816940307617,613.54,3990,0.130035400390625,1.5323480367660522,0.9305509328842163,0.2,-0.009183468663832173,0.003069757,0.29486329508945347,0.08182273060083389,24.95298753976822,1e-05,0.1
401,4953,1326,6569984,20.60748863220215,615.91,4000,0.151971435546875,1.596946120262146,0.9141550660133362,0.2,-0.008509348878578748,0.0033176444,0.2863961492665112,0.08192308247089386,24.924390542507172,1e-05,0.1
402,4952,1329,6586368,18.9660587310791,577.17,4010,0.130438232421875,1.541264533996582,0.9457367658615112,0.2,-0.010975879919715225,0.0030229464,0.2501756679266691,0.08201874047517776,24.89690248966217,1e-05,0.1
403,4953,1332,6602752,17.359893798828125,542.93,4020,0.129901123046875,1.4864203929901123,0.9307266473770142,0.2,-0.010167968746100087,0.003126556,0.32679470963776114,0.08211836963891983,24.869555914402007,1e-05,0.1
404,4952,1336,6619136,17.2041015625,527.7,4030,0.130145263671875,1.4741852283477783,0.9520329833030701,0.2,-0.010618464997969567,0.0030502318,0.2332352763041854,0.08221182972192764,24.8424600481987,1e-05,0.1
405,4952,1339,6635520,17.69074058532715,536.91,4040,0.130181884765625,1.5450459718704224,0.923629641532898,0.2,-0.008895954523177351,0.0032034176,0.3648642751388252,0.08232071995735168,24.814353513717652,1e-05,0.1
406,4950,1343,6651904,18.598957061767578,550.8,4050,0.130047607421875,1.433402180671692,0.9529533982276917,0.2,-0.009745529424981214,0.0029419141,0.217941730376333,0.08242738991975784,24.784209728240967,1e-05,0.1
407,4949,1347,6668288,20.828908920288086,606.67,4060,0.141259765625,1.5847914218902588,0.9187658429145813,0.2,-0.00878253988630604,0.0031841204,0.33767829462885857,0.08253677189350128,24.75394983291626,1e-05,0.1
408,4949,1350,6684672,21.669692993164062,630.17,4070,0.141082763671875,1.499518871307373,0.9181400537490845,0.2,-0.008854265169793507,0.0030691153,0.3232938411645591,0.08264782279729843,24.723243999481202,1e-05,0.1
409,4949,1353,6701056,22.4060115814209,657.31,4080,0.14486083984375,1.6034841537475586,0.8976925015449524,0.2,-0.007824667573004263,0.003323091,0.34390581399202347,0.08275216817855835,24.693240582942963,1e-05,0.1
410,4949,1357,6717440,22.089256286621094,654.88,4090,0.13797607421875,1.555034875869751,0.9264957904815674,0.2,-0.00882277683049324,0.0030578212,0.3025948335416615,0.08284897357225418,24.6652951836586,1e-05,0.1
411,4948,1360,6733824,22.798355102539062,675.44,4100,0.144757080078125,1.460322618484497,0.9268567562103271,0.2,-0.009411361030652187,0.003254378,0.22944252099841833,0.08294672518968582,24.638369476795198,1e-05,0.1
412,4949,1363,6750208,21.690519332885742,653.2,4110,0.14427490234375,1.6091139316558838,0.9071962237358093,0.2,-0.009402213311113882,0.003273834,0.36506246849894525,0.08305201679468155,24.61024649143219,1e-05,0.1
413,4948,1367,6766592,21.477672576904297,641.65,4120,0.124462890625,1.3154898881912231,0.9620111584663391,0.2,-0.010112200744333676,0.0029488946,0.15783404968678952,0.08316541463136673,24.579928290843963,1e-05,0.1
414,4947,1371,6782976,21.615562438964844,646.46,4130,0.13388671875,1.5180842876434326,0.9219220876693726,0.2,-0.009395804471569135,0.003089523,0.3491416065022349,0.08327600359916687,24.549064469337463,1e-05,0.1
415,4947,1374,6799360,21.564115524291992,646.51,4140,0.121380615234375,1.4044674634933472,0.9386082291603088,0.2,-0.008933729492127895,0.0029248532,0.20256034303456544,0.08338882774114609,24.518136024475098,1e-05,0.1
416,4947,1377,6815744,21.38869857788086,641.05,4150,0.133319091796875,1.6188786029815674,0.9093383550643921,0.2,-0.008334981351799798,0.0031811213,0.35113292206078767,0.0834965631365776,24.48750236034393,1e-05,0.1
417,4948,1380,6832128,22.94430160522461,682.84,4160,0.139678955078125,1.4276795387268066,0.9481154084205627,0.2,-0.010123966453829781,0.003208363,0.19541494119912386,0.08359303325414658,24.459568321704865,1e-05,0.1
418,4948,1383,6848512,23.193893432617188,688.7,4170,0.135821533203125,1.6328791379928589,0.9027140736579895,0.2,-0.007672540540806949,0.0032204248,0.3693644700571895,0.08369915187358856,24.431676518917083,1e-05,0.1
419,4948,1387,6864896,22.511850357055664,662.72,4180,0.13936767578125,1.4813908338546753,0.9321981072425842,0.2,-0.009953741836943664,0.0030719922,0.3006968727335334,0.08380144089460373,24.40294132232666,1e-05,0.1
420,4945,1391,6881280,22.64702606201172,666.77,4190,0.136810302734375,1.4966896772384644,0.9389328360557556,0.2,-0.009218425341532565,0.0031124216,0.25483496524393556,0.08390399813652039,24.374934494495392,1e-05,0.1
421,4945,1394,6897664,21.303796768188477,633.21,4200,0.14892578125,1.43044114112854,0.914097785949707,0.2,-0.009509906647144817,0.003507856,0.3077309088781476,0.08401534706354141,24.34582167863846,1e-05,0.1
422,4944,1398,6914048,21.23647689819336,634.37,4210,0.139306640625,1.572465181350708,0.8932009339332581,0.2,-0.009201658006350043,0.003219529,0.3667517258785665,0.08412402868270874,24.315340423583983,1e-05,0.1
423,4945,1401,6930432,22.491043090820312,673.72,4220,0.1302734375,1.3808704614639282,0.942509114742279,0.2,-0.01051447306163027,0.003026808,0.1967277201358229,0.08422084152698517,24.28745608329773,1e-05,0.1
424,4944,1404,6946816,21.565935134887695,650.49,4230,0.145556640625,1.499006986618042,0.9097796678543091,0.2,-0.008849478964111767,0.0033627842,0.33447445118799807,0.08432119339704514,24.26062206029892,1e-05,0.1
425,4944,1408,6963200,22.077463150024414,661.47,4240,0.128424072265625,1.4076405763626099,0.9262340068817139,0.2,-0.00843628025322687,0.0030604224,0.26412012791261075,0.08442959189414978,24.232063901424407,1e-05,0.1
426,4945,1411,6979584,21.65194320678711,648.95,4250,0.133428955078125,1.5533332824707031,0.9243654608726501,0.2,-0.00924370405555237,0.0030737116,0.27407565200701356,0.08454020321369171,24.202112340927123,1e-05,0.1
427,4943,1415,6995968,21.540246963500977,642.43,4260,0.127398681640625,1.398567795753479,0.9575681090354919,0.2,-0.00949473241053056,0.0028856068,0.15278261839412152,0.08465102314949036,24.17217299938202,1e-05,0.1
428,4941,1418,7012352,21.11225128173828,633.39,4270,0.146905517578125,1.4083733558654785,0.9187170267105103,0.2,-0.008665581136301625,0.0032342447,0.2983664246276021,0.08475857228040695,24.14230316877365,1e-05,0.1
429,4942,1422,7028736,21.0733699798584,633.76,4280,0.13485107421875,1.3361895084381104,0.9432496428489685,0.2,-0.010074306733440608,0.0031637303,0.20944131617434322,0.08486057072877884,24.114034020900725,1e-05,0.1
430,4942,1425,7045120,22.535781860351562,669.99,4290,0.13870849609375,1.4773205518722534,0.9156590104103088,0.2,-0.008226668957649962,0.0032113725,0.278993706125766,0.08496340364217758,24.086147201061248,1e-05,0.1
431,4942,1428,7061504,22.066566467285156,662.89,4300,0.14407958984375,1.591663122177124,0.9203494787216187,0.2,-0.008846477686893195,0.0032396212,0.3164640562608838,0.08506264537572861,24.058906137943268,1e-05,0.1
432,4943,1431,7077888,23.993305206298828,702.92,4310,0.14027099609375,1.4869357347488403,0.9263593554496765,0.2,-0.008611339583876543,0.0032270602,0.28676725095137956,0.08517716079950333,24.030072855949403,1e-05,0.1
433,4943,1434,7094272,24.147417068481445,703.79,4320,0.14056396484375,1.7041771411895752,0.8690716028213501,0.2,-0.007360970182344317,0.0032333252,0.43512332420796157,0.08529502153396606,23.998476457595824,1e-05,0.1
434,4944,1438,7110656,24.23415756225586,710.61,4330,0.13193359375,1.3865621089935303,0.9359152317047119,0.2,-0.00929941173089901,0.0031060441,0.2291400447487831,0.08540014922618866,23.968555879592895,1e-05,0.1
435,4945,1441,7127040,24.353744506835938,707.04,4340,0.13360595703125,1.4717073440551758,0.9200642704963684,0.2,-0.008547836021898547,0.0032070358,0.3179296409711242,0.08550464361906052,23.940304231643676,1e-05,0.1
436,4945,1444,7143424,25.091577529907227,720.87,4350,0.14464111328125,1.6105923652648926,0.8952164649963379,0.2,-0.008442541085241829,0.0031773713,0.3474319662898779,0.08561104536056519,23.911893606185913,1e-05,0.1
437,4946,1447,7159808,24.507339477539062,712.02,4360,0.145526123046875,1.4214043617248535,0.9069707989692688,0.2,-0.008345856025698595,0.0032046845,0.30411440106108784,0.0857192873954773,23.883020520210266,1e-05,0.1
438,4946,1450,7176192,24.436731338500977,715.4,4370,0.1330810546875,1.5003798007965088,0.9400385618209839,0.2,-0.00980649773409823,0.0031507686,0.2305873398669064,0.08582717180252075,23.85411682128906,1e-05,0.1
439,4947,1453,7192576,24.267820358276367,718.64,4380,0.132073974609375,1.500961184501648,0.9076975584030151,0.2,-0.009091960047953762,0.0031693554,0.31620358526706693,0.08593609184026718,23.82480756044388,1e-05,0.1
440,4948,1456,7208960,24.68239974975586,736.31,4390,0.13311767578125,1.4516161680221558,0.9013939499855042,0.2,-0.008879990126297343,0.0031380695,0.265703184902668,0.08604073524475098,23.79641786813736,1e-05,0.1
441,4948,1460,7225344,24.387765884399414,728.62,4400,0.151708984375,1.4949872493743896,0.9006402492523193,0.2,-0.008413463531178422,0.0033533294,0.33018431905657053,0.08614993840456009,23.76784646511078,1e-05,0.1
442,4948,1463,7241728,24.204763412475586,729.1,4410,0.1274658203125,1.3749489784240723,0.9295387268066406,0.2,-0.009327672893414274,0.0030121617,0.21085104858502746,0.08625184744596481,23.739639019966127,1e-05,0.1
443,4949,1466,7258112,23.443628311157227,712.57,4420,0.137701416015625,1.4903953075408936,0.906732976436615,0.2,-0.008585282983403886,0.00320039,0.31169917797669766,0.0863627940416336,23.71130269765854,1e-05,0.1
444,4949,1469,7274496,22.414867401123047,683.79,4430,0.125323486328125,1.303112506866455,0.9462939500808716,0.2,-0.010459440723934676,0.0029317697,0.18233862216584384,0.08646562695503235,23.682937455177306,1e-05,0.1
445,4950,1472,7290880,21.961313247680664,673.2,4440,0.13828125,1.5091460943222046,0.8996721506118774,0.2,-0.009367472530720988,0.0032469751,0.3190639365464449,0.08657880872488022,23.654271054267884,1e-05,0.1
446,4950,1475,7307264,22.268295288085938,679.85,4450,0.13338623046875,1.4244384765625,0.9387843012809753,0.2,-0.009646053970209323,0.0030860119,0.24773262538947166,0.0866924598813057,23.62396183013916,1e-05,0.1
447,4951,1479,7323648,22.577804565429688,673.19,4460,0.12115478515625,1.342507004737854,0.925775408744812,0.2,-0.008606958780728747,0.0029154096,0.250384412240237,0.08680107444524765,23.59439581632614,1e-05,0.1
448,4951,1482,7340032,22.366352081298828,667.92,4470,0.136578369140625,1.4779545068740845,0.9288266897201538,0.2,-0.00898831234226236,0.0031470866,0.2730337122455239,0.08691011369228363,23.565652346611024,1e-05,0.1
449,4951,1485,7356416,23.854694366455078,704.21,4480,0.127740478515625,1.317339539527893,0.9283103942871094,0.2,-0.00863071302883327,0.0029945588,0.20805343510583044,0.08702516555786133,23.536107301712036,1e-05,0.1
